date,temperatures,error,city,country,lattitude,longitude
1932-12-01,9.443,0.447,Braga,Portugal,40.99N,8.52W
1933-01-01,7.156000000000001,0.51,Braga,Portugal,40.99N,8.52W
1933-02-01,8.366,0.452,Braga,Portugal,40.99N,8.52W
1933-03-01,11.248,0.387,Braga,Portugal,40.99N,8.52W
1933-04-01,14.142000000000001,0.455,Braga,Portugal,40.99N,8.52W
1933-05-01,16.928,0.265,Braga,Portugal,40.99N,8.52W
1933-06-01,17.016000000000002,0.33399999999999996,Braga,Portugal,40.99N,8.52W
1933-07-01,20.660999999999998,0.632,Braga,Portugal,40.99N,8.52W
1933-08-01,22.066999999999997,0.45,Braga,Portugal,40.99N,8.52W
1933-09-01,17.912999999999997,0.39799999999999996,Braga,Portugal,40.99N,8.52W
1933-10-01,14.318,0.284,Braga,Portugal,40.99N,8.52W
1933-11-01,9.54,0.526,Braga,Portugal,40.99N,8.52W
1933-12-01,5.859,0.76,Braga,Portugal,40.99N,8.52W
1934-01-01,6.723,0.698,Braga,Portugal,40.99N,8.52W
1934-02-01,7.582999999999998,0.73,Braga,Portugal,40.99N,8.52W
1934-03-01,8.577,0.5720000000000001,Braga,Portugal,40.99N,8.52W
1934-04-01,10.564,0.647,Braga,Portugal,40.99N,8.52W
1934-05-01,15.841,0.42200000000000004,Braga,Portugal,40.99N,8.52W
1934-06-01,18.803,0.612,Braga,Portugal,40.99N,8.52W
1934-07-01,20.648000000000003,0.89,Braga,Portugal,40.99N,8.52W
1934-08-01,18.612,0.37200000000000005,Braga,Portugal,40.99N,8.52W
1934-09-01,18.694000000000003,0.7559999999999999,Braga,Portugal,40.99N,8.52W
1934-10-01,15.632,0.9059999999999999,Braga,Portugal,40.99N,8.52W
1934-11-01,8.753,0.512,Braga,Portugal,40.99N,8.52W
1934-12-01,10.859000000000002,0.365,Braga,Portugal,40.99N,8.52W
1935-01-01,6.715,0.6659999999999999,Braga,Portugal,40.99N,8.52W
1935-02-01,8.495,0.456,Braga,Portugal,40.99N,8.52W
1935-03-01,11.658,0.581,Braga,Portugal,40.99N,8.52W
1935-04-01,12.407,0.6779999999999999,Braga,Portugal,40.99N,8.52W
1935-05-01,12.923,0.48200000000000004,Braga,Portugal,40.99N,8.52W
1935-06-01,17.012999999999998,0.609,Braga,Portugal,40.99N,8.52W
1935-07-01,20.326,0.76,Braga,Portugal,40.99N,8.52W
1935-08-01,19.587,0.648,Braga,Portugal,40.99N,8.52W
1935-09-01,18.769000000000002,0.501,Braga,Portugal,40.99N,8.52W
1935-10-01,13.62,0.456,Braga,Portugal,40.99N,8.52W
1935-11-01,10.62,0.46,Braga,Portugal,40.99N,8.52W
1935-12-01,9.522,1.056,Braga,Portugal,40.99N,8.52W
1936-01-01,10.223,0.662,Braga,Portugal,40.99N,8.52W
1936-02-01,10.261,0.353,Braga,Portugal,40.99N,8.52W
1936-03-01,10.61,0.47600000000000003,Braga,Portugal,40.99N,8.52W
1936-04-01,12.172,0.431,Braga,Portugal,40.99N,8.52W
1936-05-01,13.399,0.498,Braga,Portugal,40.99N,8.52W
1936-06-01,15.838,0.319,Braga,Portugal,40.99N,8.52W
1936-07-01,18.608,0.452,Braga,Portugal,40.99N,8.52W
1936-08-01,20.837,0.838,Braga,Portugal,40.99N,8.52W
1936-09-01,18.697,0.35600000000000004,Braga,Portugal,40.99N,8.52W
1936-10-01,13.640999999999998,0.415,Braga,Portugal,40.99N,8.52W
1936-11-01,10.338,0.473,Braga,Portugal,40.99N,8.52W
1936-12-01,7.516000000000001,0.5589999999999999,Braga,Portugal,40.99N,8.52W
1937-01-01,8.545,0.511,Braga,Portugal,40.99N,8.52W
1937-02-01,10.71,0.929,Braga,Portugal,40.99N,8.52W
1937-03-01,9.359,0.778,Braga,Portugal,40.99N,8.52W
1937-04-01,13.258,0.493,Braga,Portugal,40.99N,8.52W
1937-05-01,15.04,0.583,Braga,Portugal,40.99N,8.52W
1937-06-01,17.452,0.42700000000000005,Braga,Portugal,40.99N,8.52W
1937-07-01,20.546,0.6579999999999999,Braga,Portugal,40.99N,8.52W
1937-08-01,20.509,1.0590000000000002,Braga,Portugal,40.99N,8.52W
1937-09-01,17.942,0.397,Braga,Portugal,40.99N,8.52W
1937-10-01,14.444,0.511,Braga,Portugal,40.99N,8.52W
1937-11-01,12.333,0.507,Braga,Portugal,40.99N,8.52W
1937-12-01,7.937,0.693,Braga,Portugal,40.99N,8.52W
1938-01-01,8.31,0.799,Braga,Portugal,40.99N,8.52W
1938-02-01,8.444999999999999,0.43700000000000006,Braga,Portugal,40.99N,8.52W
1938-03-01,12.770999999999999,1.042,Braga,Portugal,40.99N,8.52W
1938-04-01,13.643,0.8320000000000001,Braga,Portugal,40.99N,8.52W
1938-05-01,14.295,0.382,Braga,Portugal,40.99N,8.52W
1938-06-01,19.209,0.524,Braga,Portugal,40.99N,8.52W
1938-07-01,19.474,0.705,Braga,Portugal,40.99N,8.52W
1938-08-01,19.648,0.366,Braga,Portugal,40.99N,8.52W
1938-09-01,16.889,0.44799999999999995,Braga,Portugal,40.99N,8.52W
1938-10-01,15.59,0.519,Braga,Portugal,40.99N,8.52W
1938-11-01,13.220999999999998,0.39899999999999997,Braga,Portugal,40.99N,8.52W
1938-12-01,8.478000000000002,0.632,Braga,Portugal,40.99N,8.52W
1939-01-01,9.568,0.502,Braga,Portugal,40.99N,8.52W
1939-02-01,9.721,0.602,Braga,Portugal,40.99N,8.52W
1939-03-01,10.084,0.306,Braga,Portugal,40.99N,8.52W
1939-04-01,11.808,0.244,Braga,Portugal,40.99N,8.52W
1939-05-01,14.870999999999999,0.485,Braga,Portugal,40.99N,8.52W
1939-06-01,16.782,0.34700000000000003,Braga,Portugal,40.99N,8.52W
1939-07-01,18.832,0.344,Braga,Portugal,40.99N,8.52W
1939-08-01,19.345,0.312,Braga,Portugal,40.99N,8.52W
1939-09-01,18.657,0.256,Braga,Portugal,40.99N,8.52W
1939-10-01,13.638,0.365,Braga,Portugal,40.99N,8.52W
1939-11-01,11.224,0.66,Braga,Portugal,40.99N,8.52W
1939-12-01,8.626000000000001,0.43200000000000005,Braga,Portugal,40.99N,8.52W
1940-01-01,8.304,0.299,Braga,Portugal,40.99N,8.52W
1940-02-01,10.755999999999998,0.331,Braga,Portugal,40.99N,8.52W
1940-03-01,12.841,0.442,Braga,Portugal,40.99N,8.52W
1940-04-01,12.869000000000002,0.33899999999999997,Braga,Portugal,40.99N,8.52W
1940-05-01,14.658,0.389,Braga,Portugal,40.99N,8.52W
1940-06-01,17.744,0.503,Braga,Portugal,40.99N,8.52W
1940-07-01,18.898,0.314,Braga,Portugal,40.99N,8.52W
1940-08-01,21.464,0.6990000000000001,Braga,Portugal,40.99N,8.52W
1940-09-01,18.282,0.42100000000000004,Braga,Portugal,40.99N,8.52W
1940-10-01,13.224,0.677,Braga,Portugal,40.99N,8.52W
1940-11-01,10.58,0.312,Braga,Portugal,40.99N,8.52W
1940-12-01,7.146000000000001,0.466,Braga,Portugal,40.99N,8.52W
1941-01-01,6.768,0.457,Braga,Portugal,40.99N,8.52W
1941-02-01,9.15,0.23399999999999999,Braga,Portugal,40.99N,8.52W
1941-03-01,10.255,0.309,Braga,Portugal,40.99N,8.52W
1941-04-01,11.805,0.23,Braga,Portugal,40.99N,8.52W
1941-05-01,12.867,0.28600000000000003,Braga,Portugal,40.99N,8.52W
1941-06-01,18.168,0.273,Braga,Portugal,40.99N,8.52W
1941-07-01,19.662000000000006,0.322,Braga,Portugal,40.99N,8.52W
1941-08-01,19.57,0.738,Braga,Portugal,40.99N,8.52W
1941-09-01,20.04,0.319,Braga,Portugal,40.99N,8.52W
1941-10-01,15.972000000000001,0.555,Braga,Portugal,40.99N,8.52W
1941-11-01,10.067,0.255,Braga,Portugal,40.99N,8.52W
1941-12-01,7.616,0.332,Braga,Portugal,40.99N,8.52W
1942-01-01,7.482,0.32799999999999996,Braga,Portugal,40.99N,8.52W
1942-02-01,7.084,0.365,Braga,Portugal,40.99N,8.52W
1942-03-01,11.929,0.365,Braga,Portugal,40.99N,8.52W
1942-04-01,12.263,0.374,Braga,Portugal,40.99N,8.52W
1942-05-01,14.844,0.489,Braga,Portugal,40.99N,8.52W
1942-06-01,18.750999999999998,0.371,Braga,Portugal,40.99N,8.52W
1942-07-01,19.836,0.39299999999999996,Braga,Portugal,40.99N,8.52W
1942-08-01,19.354,0.318,Braga,Portugal,40.99N,8.52W
1942-09-01,18.408,0.18,Braga,Portugal,40.99N,8.52W
1942-10-01,15.784,0.325,Braga,Portugal,40.99N,8.52W
1942-11-01,11.114,0.556,Braga,Portugal,40.99N,8.52W
1942-12-01,9.28,0.35200000000000004,Braga,Portugal,40.99N,8.52W
1943-01-01,9.819,0.354,Braga,Portugal,40.99N,8.52W
1943-02-01,9.012,0.389,Braga,Portugal,40.99N,8.52W
1943-03-01,11.286,0.485,Braga,Portugal,40.99N,8.52W
1943-04-01,14.995,0.568,Braga,Portugal,40.99N,8.52W
1943-05-01,16.409000000000002,0.591,Braga,Portugal,40.99N,8.52W
1943-06-01,19.46,1.001,Braga,Portugal,40.99N,8.52W
1943-07-01,19.74,0.523,Braga,Portugal,40.99N,8.52W
1943-08-01,20.895,0.355,Braga,Portugal,40.99N,8.52W
1943-09-01,16.898999999999994,0.257,Braga,Portugal,40.99N,8.52W
1943-10-01,14.064,0.311,Braga,Portugal,40.99N,8.52W
1943-11-01,9.855,0.3,Braga,Portugal,40.99N,8.52W
1943-12-01,8.299000000000001,0.371,Braga,Portugal,40.99N,8.52W
1944-01-01,8.012,0.341,Braga,Portugal,40.99N,8.52W
1944-02-01,6.901999999999999,0.31,Braga,Portugal,40.99N,8.52W
1944-03-01,11.087,0.45,Braga,Portugal,40.99N,8.52W
1944-04-01,14.112,0.40700000000000003,Braga,Portugal,40.99N,8.52W
1944-05-01,16.445999999999998,0.7909999999999999,Braga,Portugal,40.99N,8.52W
1944-06-01,19.195999999999998,0.48,Braga,Portugal,40.99N,8.52W
1944-07-01,19.538,0.484,Braga,Portugal,40.99N,8.52W
1944-08-01,20.52,0.462,Braga,Portugal,40.99N,8.52W
1944-09-01,18.676,0.479,Braga,Portugal,40.99N,8.52W
1944-10-01,12.809,0.342,Braga,Portugal,40.99N,8.52W
1944-11-01,11.305,0.266,Braga,Portugal,40.99N,8.52W
1944-12-01,7.741,0.48700000000000004,Braga,Portugal,40.99N,8.52W
1945-01-01,5.646,0.237,Braga,Portugal,40.99N,8.52W
1945-02-01,10.12,0.7,Braga,Portugal,40.99N,8.52W
1945-03-01,12.395,0.7559999999999999,Braga,Portugal,40.99N,8.52W
1945-04-01,16.073,0.45399999999999996,Braga,Portugal,40.99N,8.52W
1945-05-01,15.245999999999999,0.6779999999999999,Braga,Portugal,40.99N,8.52W
1945-06-01,19.27,0.244,Braga,Portugal,40.99N,8.52W
1945-07-01,19.1,0.536,Braga,Portugal,40.99N,8.52W
1945-08-01,18.762,0.38299999999999995,Braga,Portugal,40.99N,8.52W
1945-09-01,18.695,0.623,Braga,Portugal,40.99N,8.52W
1945-10-01,16.930999999999997,0.48700000000000004,Braga,Portugal,40.99N,8.52W
1945-11-01,13.130999999999998,0.285,Braga,Portugal,40.99N,8.52W
1945-12-01,9.708,0.368,Braga,Portugal,40.99N,8.52W
1946-01-01,7.34,0.447,Braga,Portugal,40.99N,8.52W
1946-02-01,9.678999999999998,0.461,Braga,Portugal,40.99N,8.52W
1946-03-01,10.264,0.20600000000000002,Braga,Portugal,40.99N,8.52W
1946-04-01,12.385,0.534,Braga,Portugal,40.99N,8.52W
1946-05-01,12.620999999999999,0.386,Braga,Portugal,40.99N,8.52W
1946-06-01,16.965999999999998,0.34299999999999997,Braga,Portugal,40.99N,8.52W
1946-07-01,20.846999999999998,0.375,Braga,Portugal,40.99N,8.52W
1946-08-01,18.863,0.384,Braga,Portugal,40.99N,8.52W
1946-09-01,17.729999999999997,0.408,Braga,Portugal,40.99N,8.52W
1946-10-01,15.673,0.34600000000000003,Braga,Portugal,40.99N,8.52W
1946-11-01,11.482000000000001,0.175,Braga,Portugal,40.99N,8.52W
1946-12-01,8.055,0.316,Braga,Portugal,40.99N,8.52W
1947-01-01,7.48,0.26,Braga,Portugal,40.99N,8.52W
1947-02-01,8.348999999999998,0.642,Braga,Portugal,40.99N,8.52W
1947-03-01,11.046,0.607,Braga,Portugal,40.99N,8.52W
1947-04-01,14.193,0.225,Braga,Portugal,40.99N,8.52W
1947-05-01,14.245999999999999,0.364,Braga,Portugal,40.99N,8.52W
1947-06-01,18.17,0.731,Braga,Portugal,40.99N,8.52W
1947-07-01,19.919,1.061,Braga,Portugal,40.99N,8.52W
1947-08-01,20.656999999999996,0.638,Braga,Portugal,40.99N,8.52W
1947-09-01,18.695,0.38299999999999995,Braga,Portugal,40.99N,8.52W
1947-10-01,16.275,0.359,Braga,Portugal,40.99N,8.52W
1947-11-01,13.405,0.556,Braga,Portugal,40.99N,8.52W
1947-12-01,8.277999999999999,0.29600000000000004,Braga,Portugal,40.99N,8.52W
1948-01-01,9.64,0.408,Braga,Portugal,40.99N,8.52W
1948-02-01,10.189,0.195,Braga,Portugal,40.99N,8.52W
1948-03-01,13.862,0.45399999999999996,Braga,Portugal,40.99N,8.52W
1948-04-01,12.355,0.7170000000000001,Braga,Portugal,40.99N,8.52W
1948-05-01,14.377,0.342,Braga,Portugal,40.99N,8.52W
1948-06-01,18.604,0.369,Braga,Portugal,40.99N,8.52W
1948-07-01,19.347,0.408,Braga,Portugal,40.99N,8.52W
1948-08-01,19.955,0.303,Braga,Portugal,40.99N,8.52W
1948-09-01,19.876,0.552,Braga,Portugal,40.99N,8.52W
1948-10-01,15.963,0.256,Braga,Portugal,40.99N,8.52W
1948-11-01,13.847999999999999,0.315,Braga,Portugal,40.99N,8.52W
1948-12-01,10.360999999999999,0.285,Braga,Portugal,40.99N,8.52W
1949-01-01,8.701,0.537,Braga,Portugal,40.99N,8.52W
1949-02-01,10.407,0.473,Braga,Portugal,40.99N,8.52W
1949-03-01,11.124,0.507,Braga,Portugal,40.99N,8.52W
1949-04-01,15.216,0.35700000000000004,Braga,Portugal,40.99N,8.52W
1949-05-01,14.482,0.23800000000000002,Braga,Portugal,40.99N,8.52W
1949-06-01,19.051,0.27699999999999997,Braga,Portugal,40.99N,8.52W
1949-07-01,21.7,0.282,Braga,Portugal,40.99N,8.52W
1949-08-01,22.375,0.324,Braga,Portugal,40.99N,8.52W
1949-09-01,18.719,0.546,Braga,Portugal,40.99N,8.52W
1949-10-01,16.061,0.324,Braga,Portugal,40.99N,8.52W
1949-11-01,11.498,0.293,Braga,Portugal,40.99N,8.52W
1949-12-01,8.988000000000003,0.266,Braga,Portugal,40.99N,8.52W
1950-01-01,7.6979999999999995,0.15,Braga,Portugal,40.99N,8.52W
1950-02-01,9.771999999999998,0.332,Braga,Portugal,40.99N,8.52W
1950-03-01,12.012,0.42,Braga,Portugal,40.99N,8.52W
1950-04-01,12.379000000000001,0.26,Braga,Portugal,40.99N,8.52W
1950-05-01,14.949000000000002,0.278,Braga,Portugal,40.99N,8.52W
1950-06-01,18.422,0.245,Braga,Portugal,40.99N,8.52W
1950-07-01,20.165,0.722,Braga,Portugal,40.99N,8.52W
1950-08-01,19.194000000000003,0.262,Braga,Portugal,40.99N,8.52W
1950-09-01,17.929000000000002,0.392,Braga,Portugal,40.99N,8.52W
1950-10-01,15.540999999999999,0.425,Braga,Portugal,40.99N,8.52W
1950-11-01,12.957,0.298,Braga,Portugal,40.99N,8.52W
1950-12-01,7.324000000000002,0.324,Braga,Portugal,40.99N,8.52W
1951-01-01,8.307,0.368,Braga,Portugal,40.99N,8.52W
1951-02-01,7.649999999999999,0.441,Braga,Portugal,40.99N,8.52W
1951-03-01,10.375,0.244,Braga,Portugal,40.99N,8.52W
1951-04-01,12.417,0.326,Braga,Portugal,40.99N,8.52W
1951-05-01,12.627,0.337,Braga,Portugal,40.99N,8.52W
1951-06-01,17.691000000000006,0.63,Braga,Portugal,40.99N,8.52W
1951-07-01,19.956,0.415,Braga,Portugal,40.99N,8.52W
1951-08-01,18.596,0.196,Braga,Portugal,40.99N,8.52W
1951-09-01,18.522000000000002,0.455,Braga,Portugal,40.99N,8.52W
1951-10-01,14.043,0.414,Braga,Portugal,40.99N,8.52W
1951-11-01,11.309000000000001,0.401,Braga,Portugal,40.99N,8.52W
1951-12-01,9.882,0.308,Braga,Portugal,40.99N,8.52W
1952-01-01,6.767,0.281,Braga,Portugal,40.99N,8.52W
1952-02-01,9.122,0.42100000000000004,Braga,Portugal,40.99N,8.52W
1952-03-01,12.5,0.547,Braga,Portugal,40.99N,8.52W
1952-04-01,12.513,0.294,Braga,Portugal,40.99N,8.52W
1952-05-01,15.772,0.451,Braga,Portugal,40.99N,8.52W
1952-06-01,18.804,0.264,Braga,Portugal,40.99N,8.52W
1952-07-01,20.105999999999998,0.544,Braga,Portugal,40.99N,8.52W
1952-08-01,19.075,0.22699999999999998,Braga,Portugal,40.99N,8.52W
1952-09-01,16.166999999999998,0.18,Braga,Portugal,40.99N,8.52W
1952-10-01,15.057,0.436,Braga,Portugal,40.99N,8.52W
1952-11-01,11.587,0.28600000000000003,Braga,Portugal,40.99N,8.52W
1952-12-01,8.985000000000003,0.245,Braga,Portugal,40.99N,8.52W
1953-01-01,7.64,0.5379999999999999,Braga,Portugal,40.99N,8.52W
1953-02-01,8.126,0.316,Braga,Portugal,40.99N,8.52W
1953-03-01,11.307,0.655,Braga,Portugal,40.99N,8.52W
1953-04-01,12.228,0.19699999999999998,Braga,Portugal,40.99N,8.52W
1953-05-01,17.131,0.37,Braga,Portugal,40.99N,8.52W
1953-06-01,16.852999999999998,0.325,Braga,Portugal,40.99N,8.52W
1953-07-01,19.708,0.34600000000000003,Braga,Portugal,40.99N,8.52W
1953-08-01,21.483,0.364,Braga,Portugal,40.99N,8.52W
1953-09-01,19.042,0.531,Braga,Portugal,40.99N,8.52W
1953-10-01,14.392000000000001,0.42700000000000005,Braga,Portugal,40.99N,8.52W
1953-11-01,12.890999999999998,0.68,Braga,Portugal,40.99N,8.52W
1953-12-01,11.197,0.361,Braga,Portugal,40.99N,8.52W
1954-01-01,6.415,0.506,Braga,Portugal,40.99N,8.52W
1954-02-01,7.649999999999999,0.318,Braga,Portugal,40.99N,8.52W
1954-03-01,10.107999999999999,0.302,Braga,Portugal,40.99N,8.52W
1954-04-01,12.128,0.614,Braga,Portugal,40.99N,8.52W
1954-05-01,15.218,0.226,Braga,Portugal,40.99N,8.52W
1954-06-01,16.703,0.327,Braga,Portugal,40.99N,8.52W
1954-07-01,19.680999999999997,0.31,Braga,Portugal,40.99N,8.52W
1954-08-01,18.355999999999998,0.26,Braga,Portugal,40.99N,8.52W
1954-09-01,18.003999999999994,0.332,Braga,Portugal,40.99N,8.52W
1954-10-01,16.895,0.317,Braga,Portugal,40.99N,8.52W
1954-11-01,12.954,0.299,Braga,Portugal,40.99N,8.52W
1954-12-01,8.676,0.48,Braga,Portugal,40.99N,8.52W
1955-01-01,10.88,0.335,Braga,Portugal,40.99N,8.52W
1955-02-01,8.995,0.317,Braga,Portugal,40.99N,8.52W
1955-03-01,10.14,0.304,Braga,Portugal,40.99N,8.52W
1955-04-01,14.797,0.275,Braga,Portugal,40.99N,8.52W
1955-05-01,16.526,0.591,Braga,Portugal,40.99N,8.52W
1955-06-01,17.865000000000006,0.255,Braga,Portugal,40.99N,8.52W
1955-07-01,19.85,0.425,Braga,Portugal,40.99N,8.52W
1955-08-01,20.987,0.628,Braga,Portugal,40.99N,8.52W
1955-09-01,19.311,0.375,Braga,Portugal,40.99N,8.52W
1955-10-01,15.357999999999999,0.386,Braga,Portugal,40.99N,8.52W
1955-11-01,11.743,0.551,Braga,Portugal,40.99N,8.52W
1955-12-01,10.544,0.244,Braga,Portugal,40.99N,8.52W
1956-01-01,9.023,0.21100000000000002,Braga,Portugal,40.99N,8.52W
1956-02-01,5.135999999999999,0.306,Braga,Portugal,40.99N,8.52W
1956-03-01,10.15,0.245,Braga,Portugal,40.99N,8.52W
1956-04-01,11.947000000000001,0.6579999999999999,Braga,Portugal,40.99N,8.52W
1956-05-01,15.739,0.598,Braga,Portugal,40.99N,8.52W
1956-06-01,17.695,0.485,Braga,Portugal,40.99N,8.52W
1956-07-01,19.055,0.217,Braga,Portugal,40.99N,8.52W
1956-08-01,18.063,0.395,Braga,Portugal,40.99N,8.52W
1956-09-01,16.912,0.19899999999999998,Braga,Portugal,40.99N,8.52W
1956-10-01,15.158,0.489,Braga,Portugal,40.99N,8.52W
1956-11-01,9.297,0.38799999999999996,Braga,Portugal,40.99N,8.52W
1956-12-01,7.125000000000001,0.268,Braga,Portugal,40.99N,8.52W
1957-01-01,6.781000000000001,0.27399999999999997,Braga,Portugal,40.99N,8.52W
1957-02-01,10.494000000000002,0.505,Braga,Portugal,40.99N,8.52W
1957-03-01,13.075,0.28300000000000003,Braga,Portugal,40.99N,8.52W
1957-04-01,12.245999999999999,0.6629999999999999,Braga,Portugal,40.99N,8.52W
1957-05-01,14.575,0.67,Braga,Portugal,40.99N,8.52W
1957-06-01,17.218,0.491,Braga,Portugal,40.99N,8.52W
1957-07-01,20.504,0.675,Braga,Portugal,40.99N,8.52W
1957-08-01,20.37,0.765,Braga,Portugal,40.99N,8.52W
1957-09-01,19.265,0.616,Braga,Portugal,40.99N,8.52W
1957-10-01,14.569,0.527,Braga,Portugal,40.99N,8.52W
1957-11-01,10.624,0.34,Braga,Portugal,40.99N,8.52W
1957-12-01,6.6960000000000015,0.39,Braga,Portugal,40.99N,8.52W
1958-01-01,8.549,0.315,Braga,Portugal,40.99N,8.52W
1958-02-01,10.674000000000001,0.364,Braga,Portugal,40.99N,8.52W
1958-03-01,10.427999999999999,0.425,Braga,Portugal,40.99N,8.52W
1958-04-01,12.252,0.43799999999999994,Braga,Portugal,40.99N,8.52W
1958-05-01,15.219,0.5920000000000001,Braga,Portugal,40.99N,8.52W
1958-06-01,16.678,0.424,Braga,Portugal,40.99N,8.52W
1958-07-01,18.808,0.47,Braga,Portugal,40.99N,8.52W
1958-08-01,18.914,0.387,Braga,Portugal,40.99N,8.52W
1958-09-01,18.779,0.385,Braga,Portugal,40.99N,8.52W
1958-10-01,15.296,0.513,Braga,Portugal,40.99N,8.52W
1958-11-01,11.149,0.29600000000000004,Braga,Portugal,40.99N,8.52W
1958-12-01,9.458,0.353,Braga,Portugal,40.99N,8.52W
1959-01-01,9.757,0.36,Braga,Portugal,40.99N,8.52W
1959-02-01,8.891,0.24,Braga,Portugal,40.99N,8.52W
1959-03-01,11.126,0.382,Braga,Portugal,40.99N,8.52W
1959-04-01,12.267000000000001,0.335,Braga,Portugal,40.99N,8.52W
1959-05-01,15.202,0.34299999999999997,Braga,Portugal,40.99N,8.52W
1959-06-01,18.255000000000006,0.45799999999999996,Braga,Portugal,40.99N,8.52W
1959-07-01,20.982,0.315,Braga,Portugal,40.99N,8.52W
1959-08-01,20.39,0.382,Braga,Portugal,40.99N,8.52W
1959-09-01,18.64,0.506,Braga,Portugal,40.99N,8.52W
1959-10-01,14.974,0.242,Braga,Portugal,40.99N,8.52W
1959-11-01,10.957,0.301,Braga,Portugal,40.99N,8.52W
1959-12-01,9.452,0.21899999999999997,Braga,Portugal,40.99N,8.52W
1960-01-01,8.648,0.326,Braga,Portugal,40.99N,8.52W
1960-02-01,9.521999999999998,0.314,Braga,Portugal,40.99N,8.52W
1960-03-01,11.562999999999999,0.348,Braga,Portugal,40.99N,8.52W
1960-04-01,13.455,0.42700000000000005,Braga,Portugal,40.99N,8.52W
1960-05-01,15.790999999999999,0.342,Braga,Portugal,40.99N,8.52W
1960-06-01,19.169,0.375,Braga,Portugal,40.99N,8.52W
1960-07-01,19.528,0.488,Braga,Portugal,40.99N,8.52W
1960-08-01,18.561,0.39799999999999996,Braga,Portugal,40.99N,8.52W
1960-09-01,17.825999999999997,0.213,Braga,Portugal,40.99N,8.52W
1960-10-01,13.258,0.523,Braga,Portugal,40.99N,8.52W
1960-11-01,11.592,0.294,Braga,Portugal,40.99N,8.52W
1960-12-01,7.5630000000000015,0.5720000000000001,Braga,Portugal,40.99N,8.52W
1961-01-01,7.57,0.262,Braga,Portugal,40.99N,8.52W
1961-02-01,11.407,0.574,Braga,Portugal,40.99N,8.52W
1961-03-01,13.985,0.563,Braga,Portugal,40.99N,8.52W
1961-04-01,12.782,0.373,Braga,Portugal,40.99N,8.52W
1961-05-01,16.886,0.431,Braga,Portugal,40.99N,8.52W
1961-06-01,18.363,0.621,Braga,Portugal,40.99N,8.52W
1961-07-01,20.047,0.46299999999999997,Braga,Portugal,40.99N,8.52W
1961-08-01,21.33,0.562,Braga,Portugal,40.99N,8.52W
1961-09-01,18.383,0.377,Braga,Portugal,40.99N,8.52W
1961-10-01,14.355,0.39299999999999996,Braga,Portugal,40.99N,8.52W
1961-11-01,10.863,0.185,Braga,Portugal,40.99N,8.52W
1961-12-01,10.668,0.24,Braga,Portugal,40.99N,8.52W
1962-01-01,8.802,0.299,Braga,Portugal,40.99N,8.52W
1962-02-01,8.408999999999999,0.429,Braga,Portugal,40.99N,8.52W
1962-03-01,10.45,0.35100000000000003,Braga,Portugal,40.99N,8.52W
1962-04-01,12.784,0.36200000000000004,Braga,Portugal,40.99N,8.52W
1962-05-01,15.048,0.33399999999999996,Braga,Portugal,40.99N,8.52W
1962-06-01,19.23,0.753,Braga,Portugal,40.99N,8.52W
1962-07-01,18.765,0.46799999999999997,Braga,Portugal,40.99N,8.52W
1962-08-01,19.848,0.44299999999999995,Braga,Portugal,40.99N,8.52W
1962-09-01,18.865,0.45899999999999996,Braga,Portugal,40.99N,8.52W
1962-10-01,17.073,0.511,Braga,Portugal,40.99N,8.52W
1962-11-01,9.487,0.248,Braga,Portugal,40.99N,8.52W
1962-12-01,7.796,0.253,Braga,Portugal,40.99N,8.52W
1963-01-01,8.35,0.215,Braga,Portugal,40.99N,8.52W
1963-02-01,7.331999999999999,0.27699999999999997,Braga,Portugal,40.99N,8.52W
1963-03-01,10.63,0.287,Braga,Portugal,40.99N,8.52W
1963-04-01,12.237,0.24100000000000002,Braga,Portugal,40.99N,8.52W
1963-05-01,15.367,0.38,Braga,Portugal,40.99N,8.52W
1963-06-01,17.074,0.374,Braga,Portugal,40.99N,8.52W
1963-07-01,19.899,0.35600000000000004,Braga,Portugal,40.99N,8.52W
1963-08-01,18.527,0.263,Braga,Portugal,40.99N,8.52W
1963-09-01,17.825999999999997,0.34299999999999997,Braga,Portugal,40.99N,8.52W
1963-10-01,16.845,0.353,Braga,Portugal,40.99N,8.52W
1963-11-01,12.169,0.495,Braga,Portugal,40.99N,8.52W
1963-12-01,8.0,0.281,Braga,Portugal,40.99N,8.52W
1964-01-01,8.716000000000001,0.605,Braga,Portugal,40.99N,8.52W
1964-02-01,10.0,0.263,Braga,Portugal,40.99N,8.52W
1964-03-01,10.312,0.35600000000000004,Braga,Portugal,40.99N,8.52W
1964-04-01,11.841,0.24100000000000002,Braga,Portugal,40.99N,8.52W
1964-05-01,16.98,0.479,Braga,Portugal,40.99N,8.52W
1964-06-01,18.607,0.58,Braga,Portugal,40.99N,8.52W
1964-07-01,20.031,0.46299999999999997,Braga,Portugal,40.99N,8.52W
1964-08-01,20.631999999999998,0.49200000000000005,Braga,Portugal,40.99N,8.52W
1964-09-01,20.25,0.237,Braga,Portugal,40.99N,8.52W
1964-10-01,14.815,0.385,Braga,Portugal,40.99N,8.52W
1964-11-01,11.007,0.36,Braga,Portugal,40.99N,8.52W
1964-12-01,7.286,0.47600000000000003,Braga,Portugal,40.99N,8.52W
1965-01-01,7.855,0.26899999999999996,Braga,Portugal,40.99N,8.52W
